Page,,Section,English Text,Chinese Text,"Section ID
"," Button Text
",Link,Image File,Status,Notes,,,,,,,
Home,Student-Athlete,athlete_desc,"We help student-athletes plan school fit, academic expectations, training schedules, athletic profiles, communication strategy, and long-term development pathways.",我們幫助學生運動員規劃學校匹配、學業要求、訓練安排、運動背景資料、教練溝通策略與長期升學發展路徑。,,,,,Approved,区块说明,,,,,,,
Home,Student-Athlete,athlete_point_1,Academic and athletic balance,學業與運動平衡,,,,,Approved,要点,,,,,,,
Home,Student-Athlete,athlete_point_2,School and team fit strategy,學校與隊伍匹配策略,,,,,Approved,要点,,,,,,,
Home,Student-Athlete,athlete_point_3,Athletic profile development,運動員背景資料建立,,,,,Approved,要点,,,,,,,
Home,Student-Athlete,athlete_point_4,Long-term training and admissions planning,長期訓練與升學規劃,,,,,Approved,要点,,,,,,,
,,,,,,,,,,,,,,,,,
Home,Gifted & Neurodiversity,gifted_title,Gifted & Neurodiversity Support,天賦與多元學習支持,,,,,Approved,区块标题,,,,,,,
Home,Gifted & Neurodiversity,gifted_subtitle,Supportive education planning for gifted learners and students with diverse learning profiles.,為天賦型學生和具有多元學習特點的學生提供支持性教育規劃,,,,,Approved,区块副标题,,,,,,,
Home,Gifted & Neurodiversity,gifted_desc,"We help families understand a student’s learning profile, emotional needs, strengths, challenges, school support options, enrichment opportunities, and advocacy needs.",我們幫助家庭理解學生的學習特點、情緒需求、優勢、挑戰、學校支持方式、拓展機會與權益溝通需求。,,,,,Approved,区块说明,,,,,,,
Home,Gifted & Neurodiversity,gifted_point_1,Strength-based student profile review,基於優勢的學生畫像分析,,,,,Approved,要点,,,,,,,
Home,Gifted & Neurodiversity,gifted_point_2,School support and accommodation guidance,學校支持與 accommodation 指導,,,,,Approved,要点,,,,,,,
Home,Gifted & Neurodiversity,gifted_point_3,Emotional and learning routine support,情緒與學習習慣支持,,,,,Approved,要点,,,,,,,
Home,Gifted & Neurodiversity,gifted_point_4,Family advocacy and communication strategy,家庭倡導與溝通策略,,,,,Approved,要点,,,,,,,
Home,Mental Health Support,mental_health_title,Student Mental Health Support,學生心理健康支持,,,zh/services/#mental-health-support,,Approved,區塊標題,,,,,,,
Home,Mental Health Support,mental_health_subtitle,Helping students build emotional stability while navigating academic pressure and school life,支持學生在學業壓力、情緒健康與學校適應中建立更穩定的成長狀態,,,,,Approved,區塊標題,,,,,,,
Home,Mental Health Support,mental_health_point_1,Academic stress and emotional well-being observation,學業壓力與情緒狀態觀察,,,,,Approved,要點,,,,,,,
Home,Mental Health Support,mental_health_point_2,School adjustment and peer relationship support,學校適應與人際關係支持,,,,,Approved,要點,,,,,,,
Home,Mental Health Support,mental_health_point_3,Family communication and parent-child relationship guidance,家庭溝通與親子關係協調,,,,,Approved,要點,,,,,,,
Home,Mental Health Support,mental_health_point_4,Referral suggestions for psychoeducational assessment or professional support when needed,必要時提供心理教育評估與專業資源轉介建議,,,,,Approved,要點,,,,,,,
Home,Guardianship Support,guardianship_title,Short-Term Guardianship & Student Care Support,短期監護與學生照顧支持,,,zh/services/#short-term-guardianship,,Approved,區塊標題,,,,,,,
Home,Guardianship Support,guardianship_subtitle,Stable and caring support for students when parents are temporarily away,在父母短期不在身邊時，為學生提供穩定、安全與有溫度的照顧支持,,,,,Approved,區塊副標題,,,,,,,
Home,Guardianship Support,guardianship_desc,"We support families when parents are temporarily outside Canada, traveling, returning home, or unable to manage student matters in person. Our short-term guardianship and student care support may include school communication, emergency contact support, daily care coordination, regular family updates, and assistance with school, medical, or accommodation-related matters when needed.",我們為父母短期不在加拿大、臨時出差、返國或無法親自處理學生事務的家庭，提供短期監護與學生照顧支持。服務可包括學校溝通、緊急聯絡、生活安排協調、家長定期回報，以及必要時協助處理醫療、學校或住宿相關事務，幫助學生在父母不在身邊期間保持學業、生活與情緒穩定。,,,,,Approved,區塊說明,,,,,,,
Home,Guardianship Support,guardianship_point_1,Short-term guardianship arrangement,短期監護安排,,,,,Approved,要點,,,,,,,
Home,Guardianship Support,guardianship_point_2,Communication with schools and teachers,學校與老師溝通,,,,,Approved,要點,,,,,,,
Home,Guardianship Support,guardianship_point_3,Emergency contact and accompaniment support,緊急聯絡與陪同支持,,,,,Approved,要點,,,,,,,
Home,Guardianship Support,guardianship_point_4,Daily student care coordination,學生日常生活協調,,,,,Approved,要點,,,,,,,
Home,Guardianship Support,guardianship_point_5,Regular updates while parents are away,家長不在期間的定期回報,,,,,Approved,要點,,,,,,,
Home,Guardianship Support,guardianship_point_6,"Support with school, medical, or accommodation-related matters when needed",必要時協助學校、醫療或住宿相關事務,,,,,Approved,要點,,,,,,,
Services,School Visit,school_visit_title,"Elite School Visit, Interview & Family Readiness Program",菁英學校深度訪校與面試準備服務,school-visit-interview,了解更多,zh/services/#school-visit-interview,,Approved,School Visit Service Content Keys:,,,,,,,
Services,School Visit,school_visit_subtitle,"Private school visits, interview preparation, school communication, and family decision support",為家庭提供學校參訪、面試準備、學校溝通與短期安排支持,,,,,Approved,school_visit_title,,,,,,,
Services,School Visit,school_visit_desc,"We support families exploring private schools, boarding schools, and international education pathways through in-depth school visit planning, interview preparation, school communication, and family decision support. This service may include school shortlisting, campus visit planning, student and parent interview preparation, first-round interview coaching, post-visit strategy review, and coordination of vacation programs, short-term stays, or student care when needed.",我們為正在考慮私立學校、寄宿學校或國際教育路徑的家庭，提供深度訪校、學校溝通、面試準備與家庭決策支持。服務可包括學校名單規劃、校園參訪安排、學生與家長面試準備、第一輪面試輔導、訪校後策略分析，以及必要時的假期營隊、短期住宿或學生照顧協調。,,,,,Approved,區塊說明,,,,,,,
Services,School Visit,school_visit_point_1,Elite school visit and itinerary planning,菁英學校訪校與行程規劃,,,,,Approved,要點,,,,,,,
Services,School Visit,school_visit_point_2,Student and parent interview preparation,學生與家長面試準備,,,,,Approved,要點,,,,,,,
Services,School Visit,school_visit_point_3,First-round interview coaching and mock interviews,第一輪面試輔導與模擬,,,,,Approved,要點,,,,,,,
Services,School Visit,school_visit_point_4,School communication and pre-visit preparation,學校溝通與訪校前準備,,,,,Approved,要點,,,,,,,
Services,School Visit,school_visit_point_5,Post-visit school fit and decision review,訪校後學校匹配與決策分析,,,,,Approved,要點,,,,,,,
Services,School Visit,school_visit_point_6,"Vacation camp, short-term stay, and student care coordination",假期營隊、短期住宿與學生照顧協調,,,,,Approved,要點,,,,,,,
Events,Navigation,nav_events,Events,活动,,,,,Approved,导航栏活动入口,,,,,,,
Events,Hero,events_title,Upcoming Events,近期活动,,,,,Approved,活动页标题,,,,,,,
Events,Hero,events_subtitle,"Join our private education workshops, parent webinars, and strategy sessions.",参加我们的私人教育讲座、家长 webinar 与升学策略分享会。,,,,,Approved,活动页副标题,,,,,,,
Events,Hero,events_intro,"Animetro events are designed for families who want clear, strategic guidance on school admissions, university pathways, GPA management, STEAM development, student-athlete planning, and student wellbeing.",Animetro 活动面向希望获得清晰战略指导的家庭，主题涵盖学校申请、大学路径、GPA 管理、STEAM 发展、学生运动员规划与学生身心支持。,,,,,Approved,活动页介绍,,,,,,,
Events,Workshop,workshop_series_title,Animetro Parent Strategy Workshop Series,艾美加家长战略规划工作坊系列,,,,,Approved,工作坊系列标题,,,,,,,
Events,Workshop,workshop_series_desc,"Private and small-group workshops for families seeking strategic guidance on U.S. university pathways, student-athlete recruiting, STEAM development, gifted education, and neurodivergent student support.",面向希望获得美国大学路径、学生运动员招募、STEAM 成长、天赋教育与神经多元学生支持战略指导的家庭，提供私人及小型团体工作坊。,,,,,Approved,工作坊系列说明,,,,,,,
,,,,,,,,,,,,,,,,,
Events,Workshop,workshop_student_athlete_title,U.S. Student-Athlete Recruiting Pathway,美国学生运动员升学与招募路径,,,,,Approved,工作坊标题,,,,,,,
Events,Workshop,workshop_student_athlete_desc,"A strategy workshop for families exploring U.S. university athletic recruiting, academic eligibility, school fit, sports profile development, coach communication, and long-term student-athlete planning.",面向希望了解美国大学运动员招募、学术资格、学校匹配、运动背景建设、教练沟通与长期学生运动员规划的家庭。,,,,,Approved,工作坊说明,,,,,,,
Events,Workshop,workshop_student_athlete_audience,Best for: middle and high school athletes and families considering U.S. university or prep school athletic pathways.,适合对象：正在考虑美国大学或私校运动路径的中学生、高中生运动员及家庭。,,,,,Approved,工作坊适合对象,,,,,,,
,,,,,,,,,,,,,,,,,
Events,Workshop,workshop_2e_neurodiversity_title,2E & Neurodiversity Student Development Pathway,2E 与神经多元学生成长路径,,,,,Approved,工作坊标题,,,,,,,
Events,Workshop,workshop_2e_neurodiversity_desc,"A parent workshop on understanding twice-exceptional, ADHD, autistic, gifted, and neurodivergent learners through strengths-based planning, school communication, accommodations, and long-term development strategy.",面向家长的工作坊，帮助家庭以优势导向方式理解双重特殊、ADHD、自闭症、天赋与神经多元学生，并规划学校沟通、支持安排与长期成长路径。,,,,,Approved,工作坊说明,,,,,,,
Events,Workshop,workshop_2e_neurodiversity_audience,"Best for: families supporting gifted, 2E, ADHD, autistic, or neurodivergent students who need academic, emotional, and school-based planning.",适合对象：正在支持天赋、双重特殊、ADHD、自闭症或神经多元学生，并需要学业、情绪与学校支持规划的家庭。,,,,,Approved,工作坊适合对象,,,,,,,
,,,,,,,,,,,,,,,,,
Events,Workshop,workshop_steam_ecosystem_title,STEAM Ecosystem & Education Pathway,STEAM 生态系统与教育成长路径,,,,,Approved,工作坊标题,,,,,,,
Events,Workshop,workshop_steam_ecosystem_desc,"A strategy session for families interested in robotics, coding, engineering, research, design thinking, arts integration, competitions, and how STEAM evidence can support school and university applications.",面向关注机器人、编程、工程、研究、设计思维、艺术融合、竞赛经历，以及如何将 STEAM 成果转化为学校与大学申请优势的家庭。,,,,,Approved,工作坊说明,,,,,,,
Events,Workshop,workshop_steam_ecosystem_audience,"Best for: students building STEM, robotics, engineering, art-tech, research, or competition-based profiles.",适合对象：正在建立 STEM、机器人、工程、艺术科技、研究或竞赛背景的学生。,,,,,Approved,工作坊适合对象,,,,,,,
,,,,,,,,,,,,,,,,,
Events,Workshop,workshop_gifted_education_title,Gifted Education in North America,北美天赋教育路径,,,,,Approved,工作坊标题,,,,,,,
Events,Workshop,workshop_gifted_education_desc,"A parent education workshop introducing gifted education pathways in North America, including advanced learning programs, enrichment resources, school fit, emotional intensity, acceleration, and long-term talent development.",面向家长的天赋教育工作坊，介绍北美天赋教育路径，包括高阶学习项目、拓展资源、学校匹配、情绪强度、加速学习与长期才能发展。,,,,,Approved,工作坊说明,,,,,,,
Events,Workshop,workshop_gifted_education_audience,"Best for: families with academically advanced, highly curious, intense, creative, or gifted learners.",适合对象：拥有学术能力突出、高度好奇、情绪强烈、创造力强或天赋型学生的家庭。,,,,,Approved,工作坊适合对象,,,,,,,
Resources,Navigation,nav_resources,Resources,资源,,,,,Approved,导航栏资源入口,,,,,,,
Resources,Hero,resources_title,Resources,资源,,,,,Approved,资源页标题,,,,,,,
Resources,Hero,resources_subtitle,"Helpful links and reference materials for families planning school, university, testing, and application pathways.",为正在规划学校申请、大学申请、考试与升学路径的家庭提供实用链接与参考资料。,,,,,Approved,资源页副标题,,,,,,,
Resources,Hero,resources_intro,"This page provides a curated starting point for families. More school profiles, university information, application links, and testing resources will be added over time.",本页面为家庭提供一个基础资源入口。未来我们会继续补充学校介绍、大学信息、申请链接与考试资源。,,,,,Approved,资源页介绍,,,,,,,
Resources,Category,resources_cat_1_title,University Application Resources,大学申请资源,,,,,Approved,资源分类标题,,,,,,,
Resources,Category,resources_cat_1_desc,"University information, official admissions pages, and selected liberal arts college resources for families exploring undergraduate options.",为正在了解本科选择的家庭整理大学信息、官方招生页面与精选文理学院资源。,,,,,Approved,资源分类说明,,,,,,,
Resources,Resource Link,resource_university_info_title,University Information & Official Websites,大学信息与官方网站,,,,,Approved,资源链接标题,,,,,,,
Resources,Resource Link,resource_university_info_desc,"Official university websites and admissions pages for school research, program exploration, and application planning.",用于学校调研、专业探索与申请规划的大学官方网站和招生页面。,,,,,Approved,资源链接说明,,,,,,,
Resources,Resource Link,resource_university_info_link,To be added,待补充,,,,,Approved,资源链接,,,,,,,
Resources,Resource Link,resource_lac_info_title,Elite Liberal Arts College Information,精英文理学院信息,,,,,Approved,资源链接标题,,,,,,,
Resources,Resource Link,resource_lac_info_desc,Selected liberal arts college information and official admissions resources for families considering LAC pathways.,为考虑文理学院路径的家庭整理精选 LAC 信息与官方招生资源。,,,,,Approved,资源链接说明,,,,,,,
Resources,Resource Link,resource_lac_info_link,To be added,待补充,,,,,Approved,资源链接,,,,,,,
Resources,Resource Link,resource_us_rankings_title,U.S. University Ranking & School List Resources,美国大学排名与选校资源,,,,,Approved,美国大学排名资源分类标题,,,,,,,
Resources,Resource Link,resource_us_rankings_desc,"Curated ranking and school list resources for families exploring U.S. national universities, liberal arts colleges, STEM-focused universities, and art/design schools. Rankings and school positions may change each year, so families should verify details through official ranking sources and university websites.",为家庭整理美国综合性大学、文理学院、STEM 强校与艺术设计院校相关排名和选校资源。排名和学校位置每年可能变化，家庭应以官方排名来源与大学官网最新信息为准。,,,,,Approved,美国大学排名资源分类说明,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_top_national_universities_title,Top U.S. National Universities,美国综合性大学资源,,,,,Approved,美国大学资源标题,,,,,,,
Resources,Resource Link,resource_top_national_universities_desc,"Resources for exploring leading U.S. comprehensive research universities, including highly selective private universities and top public universities.",用于了解美国领先综合性研究型大学的资源，包括高选择性私立大学与顶尖公立大学。,,,,,Approved,美国大学资源说明,,,,,,,
Resources,Resource Link,resource_top_national_universities_link,U.S. News National Universities Rankings,U.S. News 综合性大学排名,,,https://www.usnews.com/best-colleges/rankings/national-universities,,Approved,美国大学资源链接,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_top_lac_title,Top U.S. Liberal Arts Colleges,美国文理学院资源,,,,,Approved,文理学院资源标题,,,,,,,
Resources,Resource Link,resource_top_lac_desc,"Resources for exploring leading U.S. liberal arts colleges known for undergraduate-focused education, small class environments, close faculty interaction, and strong academic foundations.",用于了解美国领先文理学院的资源，这类学校通常强调本科教育、小班教学、师生互动与扎实学术基础。,,,,,Approved,文理学院资源说明,,,,,,,
Resources,Resource Link,resource_top_lac_link,U.S. News Liberal Arts Colleges Rankings,U.S. News 文理学院排名,,,https://www.usnews.com/best-colleges/rankings/national-liberal-arts-colleges,,Approved,文理学院资源链接,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_top_stem_universities_title,Top STEM & Engineering Universities,美国 STEM 与工程强校资源,,,,,Approved,STEM大学资源标题,,,,,,,
Resources,Resource Link,resource_top_stem_universities_desc,"Resources for exploring universities with strong STEM, engineering, computer science, research, innovation, and technology ecosystems.",用于了解 STEM、工程、计算机科学、研究创新与技术生态强的美国大学资源。,,,,,Approved,STEM大学资源说明,,,,,,,
Resources,Resource Link,resource_top_stem_universities_link,U.S. News Undergraduate Engineering Rankings,U.S. News 本科工程排名,,,https://www.usnews.com/best-colleges/rankings/engineering-doctorate,,Approved,STEM大学资源链接,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_top_art_design_schools_title,Top Art & Design Schools,美国艺术与设计院校资源,,,,,Approved,艺术院校资源标题,,,,,,,
Resources,Resource Link,resource_top_art_design_schools_desc,"Resources for exploring leading art and design schools and university-based art/design programs, including portfolio-focused pathways.",用于了解美国领先艺术与设计院校及大学艺术设计项目资源，包括作品集导向路径。,,,,,Approved,艺术院校资源说明,,,,,,,
Resources,Resource Link,resource_top_art_design_schools_link,QS Art & Design Subject Rankings,QS 艺术与设计学科排名,,,https://www.topuniversities.com/subject-rankings/art-design,,Approved,艺术院校资源链接,,,,,,,
Resources,Category,resources_cat_2_title,University Application Portals,大学申请入口,,,,,Approved,资源分类标题,,,,,,,
Resources,Category,resources_cat_2_desc,Official application portals commonly used for U.S. and Canadian university applications.,常用于美国和加拿大大学申请的官方申请入口。,,,,,Approved,资源分类说明,,,,,,,
Resources,Resource Link,resource_common_app_title,Common App,Common App,,,,,Approved,申请入口标题,,,,,,,
Resources,Resource Link,resource_common_app_desc,Official application platform used by many U.S. colleges and universities.,许多美国大学使用的官方本科申请平台。,,,,,Approved,申请入口说明,,,,,,,
Resources,Resource Link,resource_common_app_link,https://www.commonapp.org/,https://www.commonapp.org/,,,https://www.commonapp.org/,,Approved,https://www.commonapp.org/,,,,,,,
Resources,Resource Link,resource_uc_app_title,University of California Application,加州大学申请系统,,,,,Approved,申请入口标题,,,,,,,
Resources,Resource Link,resource_uc_app_desc,Official application portal for the University of California system.,加州大学系统官方申请入口。,,,,,Approved,申请入口说明,,,,,,,
Resources,Resource Link,resource_uc_app_link,https://apply.universityofcalifornia.edu/my-application/login,https://apply.universityofcalifornia.edu/my-application/login,,,https://apply.universityofcalifornia.edu/my-application/login,,Approved,https://apply.universityofcalifornia.edu/my-application/login,,,,,,,
Resources,Resource Link,resource_cialfo_title,Cialfo,Cialfo 网站,,,https://www.cialfo.co/for-students/college-applications,,Approved,大学规划平台标题,,,,,,,
Resources,Resource Link,resource_cialfo_desc,"A university planning, counseling, research, essay planning, timeline, and application management platform used by students, families, counselors, and schools.",面向学生、家庭、顾问与学校的大学规划、顾问协作、学校查询、文书规划、时间线与申请管理平台。,,,,,Approved,大学规划平台说明,,,,,,,
Resources,Resource Link,resource_cialfo_link,Cialfo Website,Cialfo 网站,,,https://www.cialfo.co/for-students/college-applications,,Approved,大学规划平台链接,,,,,,,
Resources,Resource Link,resource_applytexas_title,ApplyTexas,ApplyTexas,,,,,Approved,大学申请平台标题,,,,,,,
Resources,Resource Link,resource_applytexas_desc,"A statewide college application platform for Texas public universities, community colleges, and many private universities.",Texas 州大学申请平台，可用于申请德州公立大学、社区学院及许多私立大学。,,,,,Approved,大学申请平台说明,,,,,,,
Resources,Resource Link,resource_applytexas_link,ApplyTexas Website,ApplyTexas 网站,,,https://www.applytexas.org/,,Approved,大学申请平台链接,,,,,,,
Resources,Resource Link,resource_other_university_apps_title,Additional University Application Links,其他大学申请系统,,,,,Approved,申请入口标题,,,,,,,
Resources,Resource Link,resource_other_university_apps_desc,Additional official university application links can be added here over time.,未来可在这里继续补充其他大学官方申请入口。,,,,,Approved,申请入口说明,,,,,,,
Resources,Resource Link,resource_other_university_apps_link,To be added,待补充,,,,,Approved,申请入口链接,,,,,,,
Resources,Resource Link,resource_financial_aid_portals_title,Scholarship & Financial Aid Portals,奖学金与助学金申请入口,,,,,Approved,奖学金与助学金资源分类标题,,,,,,,
Resources,Resource Link,resource_financial_aid_portals_desc,"Official and trusted portals for financial aid, institutional aid, scholarship search, and college funding planning.",官方与可信的助学金、学校资助、奖学金查询与大学费用规划入口。,,,,,Approved,奖学金与助学金资源分类说明,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_fafsa_title,FAFSA,FAFSA 美国联邦学生资助申请,,,,,Approved,资助入口标题,,,,,,,
Resources,Resource Link,resource_fafsa_desc,"The official U.S. federal student aid application for grants, scholarships, work-study, and loans.",美国联邦学生资助官方申请系统，用于申请助学金、奖学金、勤工俭学与学生贷款。,,,,,Approved,资助入口说明,,,,,,,
Resources,Resource Link,resource_fafsa_link,FAFSA Website,FAFSA 网站,,,https://studentaid.gov/h/apply-for-aid/fafsa,,Approved,资助入口链接,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_css_profile_title,CSS Profile,CSS Profile,,,,,Approved,资助入口标题,,,,,,,
Resources,Resource Link,resource_css_profile_desc,An online application used by colleges and scholarship programs to award non-federal institutional aid.,许多大学和奖学金项目用于评估非联邦学校资助的在线申请系统。,,,,,Approved,资助入口说明,,,,,,,
Resources,Resource Link,resource_css_profile_link,CSS Profile Website,CSS Profile 网站,,,https://cssprofile.collegeboard.org/,,Approved,资助入口链接,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_bigfuture_scholarships_title,College Board BigFuture Scholarship Search,College Board BigFuture 奖学金搜索,,,,,Approved,奖学金入口标题,,,,,,,
Resources,Resource Link,resource_bigfuture_scholarships_desc,A scholarship search tool that helps students explore scholarship opportunities for college funding.,帮助学生查询大学奖学金机会的奖学金搜索工具。,,,,,Approved,奖学金入口说明,,,,,,,
Resources,Resource Link,resource_bigfuture_scholarships_link,BigFuture Scholarship Search,BigFuture 奖学金搜索,,,https://bigfuture.collegeboard.org/scholarship-search,,Approved,奖学金入口链接,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_fastweb_title,Fastweb Scholarship Search,Fastweb 奖学金搜索,,,,,Approved,奖学金入口标题,,,,,,,
Resources,Resource Link,resource_fastweb_desc,"A free scholarship search platform for students looking for scholarships, grants, internships, and college funding resources.",面向学生的免费奖学金搜索平台，可查询奖学金、助学金、实习与大学费用资源。,,,,,Approved,奖学金入口说明,,,,,,,
Resources,Resource Link,resource_fastweb_link,Fastweb Website,Fastweb 网站,,,https://www.fastweb.com/college-scholarships,,Approved,奖学金入口链接,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_scholarships_com_title,Scholarships.com,Scholarships.com,,,,,Approved,奖学金入口标题,,,,,,,
Resources,Resource Link,resource_scholarships_com_desc,A scholarship search platform for exploring college scholarship opportunities.,用于查询大学奖学金机会的奖学金搜索平台。,,,,,Approved,奖学金入口说明,,,,,,,
Resources,Resource Link,resource_scholarships_com_link,Scholarships.com Website,Scholarships.com 网站,,,https://www.scholarships.com/,,Approved,奖学金入口链接,,,,,,,
Resources,Category,resources_cat_3_title,Standardized Tests,标准化考试,,,,,Approved,资源分类标题,,,,,,,
Resources,Category,resources_cat_3_desc,"Official testing websites and registration portals for SAT, ACT, and related college readiness resources.",SAT、ACT 及相关大学准备资源的官方网站与报名入口。,,,,,Approved,资源分类说明,,,,,,,
Resources,Resource Link,resource_college_board_title,College Board,College Board,,,,,Approved,考试资源标题,,,,,,,
Resources,Resource Link,resource_college_board_desc,"Official organization for SAT, AP, BigFuture, and other college readiness tools.",SAT、AP、BigFuture 等大学准备工具的官方机构。,,,,,Approved,考试资源说明,,,,,,,
Resources,Resource Link,resource_college_board_link,https://www.collegeboard.org/,https://www.collegeboard.org/,,,https://www.collegeboard.org/,,Approved,https://www.collegeboard.org/,,,,,,,
Resources,Resource Link,resource_sat_title,SAT,SAT,,,,,Approved,考试资源标题,,,,,,,
Resources,Resource Link,resource_sat_desc,"Official SAT information, preparation, registration, and score resources.",SAT 官方信息、备考、报名与成绩资源。,,,,,Approved,考试资源说明,,,,,,,
Resources,Resource Link,resource_sat_link,https://satsuite.collegeboard.org/sat,https://satsuite.collegeboard.org/sat,,,https://satsuite.collegeboard.org/sat,,Approved,https://satsuite.collegeboard.org/sat,,,,,,,
Resources,Resource Link,resource_my_sat_title,My SAT,My SAT,,,,,Approved,考试入口标题,,,,,,,
Resources,Resource Link,resource_my_sat_desc,"College Board student portal for SAT registration, admission tickets, and score sending.",College Board 学生入口，用于 SAT 报名、准考信息与成绩寄送。,,,,,Approved,考试入口说明,,,,,,,
Resources,Resource Link,resource_my_sat_link,https://mysat.collegeboard.org/,https://mysat.collegeboard.org/,,,,,Approved,考试入口链接,,,,,,,
Resources,Resource Link,resource_psat_nmsqt_title,PSAT/NMSQT,PSAT/NMSQT,,,,,Approved,考试资源标题,,,,,,,
Resources,Resource Link,resource_psat_nmsqt_desc,"Official College Board information for the digital PSAT/NMSQT, including test details and scholarship-related information.",College Board 关于数字化 PSAT/NMSQT 的官方信息，包括考试说明与奖学金相关信息。,,,,,Approved,考试资源说明,,,,,,,
Resources,Resource Link,resource_psat_nmsqt_link,PSAT/NMSQT Website,PSAT/NMSQT 网站,,,https://satsuite.collegeboard.org/psat-nmsqt,,Approved,考试资源链接,,,,,,,
Resources,Resource Link,resource_act_title,ACT,ACT,,,,,Approved,考试资源标题,,,,,,,
Resources,Resource Link,resource_act_desc,Official ACT test information and registration resources.,ACT 官方考试信息与报名资源。,,,,,Approved,考试资源说明,,,,,,,
Resources,Resource Link,resource_act_link,https://www.act.org/content/act/en/products-and-services/the-act/registration.html,https://www.act.org/content/act/en/products-and-services/the-act/registration.html,,,https://www.act.org/content/act/en/products-and-services/the-act/registration.html,,Approved,https://www.act.org/content/act/en/products-and-services/the-act/registration.html,,,,,,,
Resources,Resource Link,resource_myact_title,MyACT,MyACT,,,,,Approved,考试入口标题,,,,,,,
Resources,Resource Link,resource_myact_desc,"Official ACT student portal for registration, scores, and testing resources.",ACT 官方学生入口，用于报名、成绩与考试资源管理。,,,,,Approved,考试入口说明,,,,,,,
Resources,Resource Link,resource_myact_link,https://my.act.org/,https://my.act.org/,,,https://my.act.org/,,Approved,https://my.act.org/,,,,,,,
Resources,Resource Link,resource_english_proficiency_title,English Language Proficiency Tests,英语语言能力考试,,,,,Approved,英语考试资源分类标题,,,,,,,
Resources,Resource Link,resource_english_proficiency_desc,"Official English proficiency test resources commonly used for international student admissions, including TOEFL, IELTS, and Duolingo English Test.",国际学生申请中常见的英语语言能力考试官方资源，包括 TOEFL、IELTS 与 Duolingo English Test。,,,,,Approved,英语考试资源分类说明,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_english_proficiency_title,English Language Proficiency Tests,英语语言能力考试,,,,,Approved,英语考试资源分类标题,,,,,,,
Resources,Resource Link,resource_english_proficiency_desc,"Official English proficiency test resources commonly used for international student admissions, including TOEFL iBT, IELTS, Duolingo English Test, and TOEFL Junior.",国际学生申请中常见的英语语言能力考试官方资源，包括 TOEFL iBT、IELTS、Duolingo English Test 与 TOEFL Junior。,,,,,Approved,英语考试资源分类说明,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_toefl_title,TOEFL iBT,TOEFL iBT,,,,,Approved,英语考试资源标题,,,,,,,
Resources,Resource Link,resource_toefl_desc,Official TOEFL iBT information for students preparing for English proficiency requirements in school and university applications.,TOEFL iBT 官方信息，适用于准备学校与大学申请英语能力要求的学生。,,,,,Approved,英语考试资源说明,,,,,,,
Resources,Resource Link,resource_toefl_link,TOEFL Website,TOEFL 网站,,,https://www.ets.org/toefl.html,,Approved,英语考试资源链接,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_ielts_title,IELTS,IELTS,,,,,Approved,英语考试资源标题,,,,,,,
Resources,Resource Link,resource_ielts_desc,"Official IELTS information for students who need English language testing for study, immigration, or international education applications.",IELTS 官方信息，适用于因留学、移民或国际教育申请需要英语语言考试的学生。,,,,,Approved,英语考试资源说明,,,,,,,
Resources,Resource Link,resource_ielts_link,IELTS Website,IELTS 网站,,,https://ielts.org/,,Approved,英语考试资源链接,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_duolingo_english_title,Duolingo English Test,Duolingo English Test 多邻国英语测试,,,,,Approved,英语考试资源标题,,,,,,,
Resources,Resource Link,resource_duolingo_english_desc,Official Duolingo English Test information for students exploring online English proficiency testing options.,Duolingo English Test 官方信息，适用于了解线上英语语言能力测试选择的学生。,,,,,Approved,英语考试资源说明,,,,,,,
Resources,Resource Link,resource_duolingo_english_link,Duolingo English Test Website,Duolingo English Test 网站,,,https://www.englishtest.duolingo.com/,,Approved,英语考试资源链接,,,,,,,
,,,,,,,,,,,,,,,,,
Resources,Resource Link,resource_toefl_junior_title,TOEFL Junior,TOEFL Junior,,,,,Approved,英语考试资源标题,,,,,,,
Resources,Resource Link,resource_toefl_junior_desc,Official TOEFL Junior information for younger students and secondary school learners who need English proficiency assessment and learning progress support.,TOEFL Junior 官方信息，适用于需要英语能力评估与学习进展支持的低龄学生和中学生。,,,,,Approved,英语考试资源说明,,,,,,,
